"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
Thomas Turner,NA,NA,NA,NA,3,
James E Veale,NA,NA,NA,NA,3,
Jonathan Walker,NA,NA,NA,NA,3,
Ann Wallis,Miss,NA,NA,NA,3,
John Warner,NA,NA,NA,NA,3,
Alfred Waterhouse,NA,NA,NA,NA,3,
Mary Waterhouse,NA,NA,NA,NA,3,
R Waterhouse,NA,NA,NA,NA,3,
Thomas Wedmore,NA,NA,NA,NA,3,
James Wells,NA,NA,NA,NA,3,
Daniel Wheeler,NA,NA,NA,NA,3,
W Whiting,NA,NA,NA,NA,3,
John Jun Williams,NA,NA,NA,NA,3,
W R Williams,NA,NA,NA,NA,3,
Charles Wilson,NA,NA,NA,NA,3,
George Wilson,NA,NA,NA,NA,3,
Isaac Wilson,NA,NA,NA,NA,3,
Joseph Wilson,NA,NA,NA,NA,3,
Rebecca Wilson,Mrs,NA,NA,NA,3,
H Wise,NA,NA,NA,NA,3,
William Woods,NA,NA,NA,NA,3,
Louisa Wright,Miss,NA,NA,NA,3,
James Bowden,NA,NA,NA,NA,2,
William Nash,NA,NA,NA,NA,2,
Joseph Sturge,NA,NA,NA,NA,2,
William Jun Grimshaw,NA,NA,NA,NA,2,
Henry Knight,NA,NA,NA,NA,3,
Edward Paull,NA,NA,NA,NA,2,
Robert Jun Alsop,NA,NA,NA,NA,2,
Abram Rawlinson Barclay,NA,NA,NA,NA,2,
John Barclay,NA,NA,NA,NA,2,
Richard Barrett,NA,NA,NA,NA,2,
John Thomas Barry,NA,NA,NA,NA,3,
Peter Bedford,NA,NA,NA,NA,3,
John Bell,NA,NA,NA,NA,3,
Thomas Christy,NA,NA,NA,NA,3,
Samuel Darton,NA,NA,NA,NA,2,
Josiah Forster,NA,NA,NA,NA,3,
Robert Forster,NA,NA,NA,NA,3,
William Forster,NA,NA,NA,NA,3,
Joseph Talwin Foster,NA,NA,NA,NA,2,
John Hamilton,NA,NA,NA,NA,2,
Edwd Harris,NA,NA,NA,NA,2,
Geo Holmes,NA,NA,NA,NA,2,
Robert Howard,NA,NA,NA,NA,3,
John Kitching,NA,NA,NA,NA,3,
Joseph Neatby,NA,NA,NA,NA,3,
John Sanderson,NA,NA,NA,NA,3,
Joseph Shewell,NA,NA,NA,NA,3,
George Stacey,NA,NA,NA,NA,2,
 Joseph Storrs,NA,NA,NA,NA,2,
John M Albright,NA,NA,NA,NA,3,
G W Alexander,NA,NA,NA,NA,3,
Henry Alexander,NA,NA,NA,NA,3,
R D Alexander,NA,NA,NA,NA,3,
Thomas Allis,NA,NA,NA,NA,3,
John D Appleton,NA,NA,NA,NA,3,
Caroline Armistead,NA,NA,NA,NA,3,
Joseph Armistead,NA,NA,NA,NA,3,
Edward Ash,Dr,NA,NA,NA,3,
Alfred Backhouse,Mrs,NA,NA,NA,3,
Edmund Backhouse,NA,NA,NA,NA,3,
Edward Jun Backhouse,NA,NA,NA,NA,3,
James Jun Backhouse,NA,NA,NA,NA,3,
John Church Backhouse,NA,NA,NA,NA,3,
J E Baker,NA,NA,NA,NA,3,
James Baker,NA,NA,NA,NA,3,
A P Balkwill,NA,NA,NA,NA,3,
William Ball,NA,NA,NA,NA,3,
Eliza Barclay,Mrs,NA,NA,NA,3,
J Gurney Barclay,NA,NA,NA,NA,3,
Jonathan Barrett,NA,NA,NA,NA,3,
R Barrett,NA,NA,NA,NA,3,
R C Barrow,NA,NA,NA,NA,3,
S Barter,NA,NA,NA,NA,3,
John D Bassett,NA,NA,NA,NA,3,
John Baynes,NA,NA,NA,NA,3,
John Beaumont,NA,NA,NA,NA,3,
Rebecca Beaumont,NA,NA,NA,NA,3,
William Beaumont,NA,NA,NA,NA,3,
Samuel Beck,NA,NA,NA,NA,3,
Deborah Beesley,Mrs,NA,NA,NA,3,
Paul Bevan,NA,NA,NA,NA,3,
Robert Bevan,Late,NA,NA,NA,3,
Martha A Binyon,NA,NA,NA,NA,3,
Thomas Binyon,NA,NA,NA,NA,3,
S Birchall,NA,NA,NA,NA,3,
Thomas Blain,NA,NA,NA,NA,3,
J Blunsom,NA,NA,NA,NA,3,
W Bott,NA,NA,NA,NA,3,
Christopher Bowley,NA,NA,NA,NA,3,
W C Bowley,NA,NA,NA,NA,3,
Edwin Bracher,NA,NA,NA,NA,3,
James Bracher,NA,NA,NA,NA,3,
Lucy Bradshaw,NA,NA,NA,NA,3,
G S Brady,NA,NA,NA,NA,3,
Joseph B Braithwaite,NA,NA,NA,NA,3,
S Braithwaite,NA,NA,NA,NA,3,
Charles Brewin,NA,NA,NA,NA,3,
Robert Brewin,NA,NA,NA,NA,3,
Thomas Brewin,NA,NA,NA,NA,3,
William Brewin,NA,NA,NA,NA,3,
Francis Brown,NA,NA,NA,NA,3,
Gopsill Brown,NA,NA,NA,NA,3,
W W Brown,NA,NA,NA,NA,3,
J F Burgess,NA,NA,NA,NA,3,
Wilson Burgess,NA,NA,NA,NA,3,
Henry Burlingham,NA,NA,NA,NA,3,
Jonathan Burtt,NA,NA,NA,NA,3,
P Burtt,NA,NA,NA,NA,3,
Edward North Buxton,Sir,NA,NA,NA,3,
James Cadbury,NA,NA,NA,NA,3,
John M Candler,NA,NA,NA,NA,3,
Edward Carroll,NA,NA,NA,NA,3,
Joseph Cash,NA,NA,NA,NA,3,
Newman Cash,NA,NA,NA,NA,3,
William Cash,NA,NA,NA,NA,3,
R D Catchpool,NA,NA,NA,NA,3,
Thomas Catchpool,NA,NA,NA,NA,3,
Thomas Chalk,NA,NA,NA,NA,3,
Elizabeth Charelton,Mrs,NA,NA,NA,3,
James Charleton,NA,NA,NA,NA,3,
Robert Charleton,NA,NA,NA,NA,3,
Richard Christy,NA,NA,NA,NA,3,
Cyrus Clark,NA,NA,NA,NA,3,
James Clark (2),NA,NA,NA,NA,3,
Joseph Clark,NA,NA,NA,NA,3,
W S Clark,NA,NA,NA,NA,3,
George Cook,NA,NA,NA,NA,3,
J H Cotterell,NA,NA,NA,NA,3,
Elliott Cresson,NA,NA,NA,NA,3,
W D Crewdson,NA,NA,NA,NA,3,
Ann Cropper,Mrs,NA,NA,NA,3,
James Cropper,NA,NA,NA,NA,3,
John Cropper,NA,NA,NA,NA,3,
Joseph Crosfield,NA,NA,NA,NA,3,
William Crosfield,NA,NA,NA,NA,3,
Jeremiah Cross,NA,NA,NA,NA,3,
Martha Cross,NA,NA,NA,NA,3,
Edward A Crouch,NA,NA,NA,NA,3,
Abraham Crowley,NA,NA,NA,NA,3,
Frederick Crowley,NA,NA,NA,NA,3,
J Cudworth,NA,NA,NA,NA,3,
Mary Cudworth,Mrs,NA,NA,NA,3,
William Cudworth,NA,NA,NA,NA,3,
Lucy Darby,Mrs,NA,NA,NA,3,
Richard Day,NA,NA,NA,NA,3,
William Dent,NA,NA,NA,NA,3,
Barnard Dickinson,NA,NA,NA,NA,3,
Elizabeth G Dimsdale,NA,NA,NA,NA,3,
J Doubleday,NA,NA,NA,NA,3,
R Doubleday,NA,NA,NA,NA,3,
Joseph Eaton,NA,NA,NA,NA,3,
Thomas Emmott,NA,NA,NA,NA,3,
Mary Exton,Mrs,NA,NA,NA,3,
William Exton,NA,NA,NA,NA,3,
Abraham Fisher,NA,NA,NA,NA,3,
Rachel Fowler,Miss,NA,NA,NA,3,
Thomas Fowler,NA,NA,NA,NA,3,
Alfred L Fox,NA,NA,NA,NA,3,
Francis E Fox,NA,NA,NA,NA,3,
Frederick H Fox,NA,NA,NA,NA,3,
J G Fox,Mrs,NA,NA,NA,3,
R Barclay Fox,NA,NA,NA,NA,3,
Philip Frith,NA,NA,NA,NA,3,
Frederick Fryer,NA,NA,NA,NA,3,
John Gayner,NA,NA,NA,NA,3,
Deborah Gibson,NA,NA,NA,NA,3,
E Gilkes,NA,NA,NA,NA,3,
Charles Gillett,NA,NA,NA,NA,3,
Jonathan Gillett,NA,NA,NA,NA,3,
Burwood Godlee,NA,NA,NA,NA,3,
Alexander Grace,NA,NA,NA,NA,3,
Anna Gurney,Miss,NA,NA,NA,3,
Edmund Gurney,NA,NA,NA,NA,3,
Henry E Gurney,NA,NA,NA,NA,3,
John Gurney,NA,NA,NA,NA,3,
Samuel Gurney,NA,NA,NA,NA,3,
Daniel P Hack,NA,NA,NA,NA,3,
John Barton Hack,NA,NA,NA,NA,3,
Cornelius Hanbury,NA,NA,NA,NA,3,
Cornelius x Jun Hanbury,NA,NA,NA,NA,3,
Daniel Bell Hanbury,NA,NA,NA,NA,3,
Samuel Hare,NA,NA,NA,NA,3,
Charles L Harford,NA,NA,NA,NA,3,
John Harford,NA,NA,NA,NA,3,
Summers Harford,NA,NA,NA,NA,3,
William Hargreaves,NA,NA,NA,NA,3,
John Harlock,NA,NA,NA,NA,3,
Theodore Harris,NA,NA,NA,NA,3,
John Herschell,Sir,NA,NA,NA,3,
Gray Hester,NA,NA,NA,NA,3,
M A Hewitson,NA,NA,NA,NA,3,
Henry Hipsley,NA,NA,NA,NA,3,
John Hodgkin,NA,NA,NA,NA,3,
J Holdsworth,NA,NA,NA,NA,3,
Richard Holdsworth,NA,NA,NA,NA,3,
G B Holmes,NA,NA,NA,NA,3,
S Horman-Fisher,NA,NA,NA,NA,3,
Robert Horne,NA,NA,NA,NA,3,
John Horniman,NA,NA,NA,NA,3,
Charles Horsnaill,NA,NA,NA,NA,3,
W C Horsnaill,NA,NA,NA,NA,3,
Sarah Hotham,Mrs,NA,NA,NA,3,
Luke Howard,NA,NA,NA,NA,3,
William Howitt,NA,NA,NA,NA,3,
Rachel Hubbert,NA,NA,NA,NA,3,
Joseph Hudson,NA,NA,NA,NA,3,
John Huntley,NA,NA,NA,NA,3,
Joseph Huntley,NA,NA,NA,NA,3,
Martha Hutchinson,Miss,NA,NA,NA,3,
R Impey,NA,NA,NA,NA,3,
Edward James,NA,NA,NA,NA,3,
A Janson,NA,NA,NA,NA,3,
William Janson,NA,NA,NA,NA,3,
Andrew Johnston,NA,NA,NA,NA,3,
Andrew & Jun Johnston,NA,NA,NA,NA,3,
John Jowett,NA,NA,NA,NA,3,
W D King,NA,NA,NA,NA,3,
J H Knight,NA,NA,NA,NA,3,
T Knott,NA,NA,NA,NA,3,
Edward A Leatham,NA,NA,NA,NA,3,
Isabella Lister,Mrs,NA,NA,NA,3,
Wilson Lloyd,NA,NA,NA,NA,3,
Haggar Lowe,NA,NA,NA,NA,3,
Edmund Lucas,NA,NA,NA,NA,3,
Frederick Lucas,NA,NA,NA,NA,3,
Jeffrey Lucas,NA,NA,NA,NA,3,
Martha Lucas,Miss,NA,NA,NA,3,
Samuel Lucas,NA,NA,NA,NA,3,
William Jun Lucas,NA,NA,NA,NA,3,
Harford Lury,NA,NA,NA,NA,3,
J E Lury,NA,NA,NA,NA,3,
W Mann,NA,NA,NA,NA,3,
Caroline Marriage,Miss,NA,NA,NA,3,
Edward Marsh,NA,NA,NA,NA,3,
Thomas William Marsh,Captain,NA,NA,NA,3,
Thomas Maw,NA,NA,NA,NA,3,
Edward C May,NA,NA,NA,NA,3,
Francis May,NA,NA,NA,NA,3,
John Mayfield,NA,NA,NA,NA,3,
Josiah Merrick,NA,NA,NA,NA,3,
John Morland,NA,NA,NA,NA,3,
George L Neighbour,NA,NA,NA,NA,3,
Josiah Newman,NA,NA,NA,NA,3,
William Norris,NA,NA,NA,NA,3,
Thomas Norton,NA,NA,NA,NA,3,
William Norton,NA,NA,NA,NA,3,
William Nutter,NA,NA,NA,NA,3,
J J Packer,NA,NA,NA,NA,3,
George Palmer,NA,NA,NA,NA,3,
Reuben C Payne,NA,NA,NA,NA,3,
Arthur Pease,NA,NA,NA,NA,3,
Edward Pease,NA,NA,NA,NA,3,
Gurney Pease,NA,NA,NA,NA,3,
Henry Fell Pease,NA,NA,NA,NA,3,
John Pease,NA,NA,NA,NA,3,
John B Pease,NA,NA,NA,NA,3,
Joseph Pease,Late E,NA,NA,NA,3,
Joseph Whitwell Pease,NA,NA,NA,NA,3,
Susan Pease,Miss,NA,NA,NA,3,
Thomas Pease,NA,NA,NA,NA,3,
Algernon Peckover,NA,NA,NA,NA,3,
William Peckover,NA,NA,NA,NA,3,
Robert H Penney,NA,NA,NA,NA,3,
Isaac Pitt,NA,NA,NA,NA,3,
Jacob Post,NA,NA,NA,NA,3,
Joseph T Price,NA,NA,NA,NA,3,
Lydia Prideaux,Miss,NA,NA,NA,3,
Samuel Priestman,NA,NA,NA,NA,3,
John Pryor,NA,NA,NA,NA,3,
G R Pumphrey,NA,NA,NA,NA,3,
W P Read,NA,NA,NA,NA,3,
Isaac Reckitt,NA,NA,NA,NA,3,
Jonathan Rees,NA,NA,NA,NA,3,
Jane Reynolds,Miss,NA,NA,NA,3,
G E Richardson,NA,NA,NA,NA,3,
John Rickman,NA,NA,NA,NA,3,
Josephina Rickman,Miss,NA,NA,NA,3,
Matilda Rickman,Miss,NA,NA,NA,3,
Priscilla Rickman,Miss,NA,NA,NA,3,
R Rickman,Miss,NA,NA,NA,3,
R P Rickman,NA,NA,NA,NA,3,
Isaac Robson,NA,NA,NA,NA,3,
J S Robson,NA,NA,NA,NA,3,
Joseph Rosling,NA,NA,NA,NA,3,
Samuel Rosling,NA,NA,NA,NA,3,
John Rowntree,NA,NA,NA,NA,3,
W Rowntree,NA,NA,NA,NA,3,
Sarah Rundell,Mrs,NA,NA,NA,3,
John F Rutter,NA,NA,NA,NA,3,
Samuel Rutter,NA,NA,NA,NA,3,
E Sayce,NA,NA,NA,NA,3,
Hannah Scarr,NA,NA,NA,NA,3,
F Seebohm,NA,NA,NA,NA,3,
John R Seekings,NA,NA,NA,NA,3,
James Sessions,NA,NA,NA,NA,3,
Lydia Sessions,NA,NA,NA,NA,3,
Robert Sessions,NA,NA,NA,NA,3,
Abraham Sewell,NA,NA,NA,NA,3,
E F Sewell,NA,NA,NA,NA,3,
Joseph Sewell,NA,NA,NA,NA,3,
Phillip Sewell,NA,NA,NA,NA,3,
Joseph Sharples,NA,NA,NA,NA,3,
John T Shewell,NA,NA,NA,NA,3,
Thomas Short,NA,NA,NA,NA,3,
W Dillwyn Sims,NA,NA,NA,NA,3,
W Skinner,NA,NA,NA,NA,3,
Bartholomew Smith,NA,NA,NA,NA,3,
George Smithson,NA,NA,NA,NA,3,
E P Southall,NA,NA,NA,NA,3,
Sarah Southall,NA,NA,NA,NA,3,
J M Sparkes,NA,NA,NA,NA,3,
H Squire,NA,NA,NA,NA,3,
John Stansfield,NA,NA,NA,NA,3,
Joseph Sterry,NA,NA,NA,NA,3,
Sarah Sterry,Miss,NA,NA,NA,3,
J L Stevens,NA,NA,NA,NA,3,
Charles Sturge,NA,NA,NA,NA,3,
Edmund Sturge,NA,NA,NA,NA,3,
George Sturge,NA,NA,NA,NA,3,
H J Sturge,NA,NA,NA,NA,3,
Samuel Sturge,NA,NA,NA,NA,3,
Thomas M Sturge,NA,NA,NA,NA,3,
Walter Sturge,NA,NA,NA,NA,3,
Jemima Swan,Mrs,NA,NA,NA,3,
William Tanner,NA,NA,NA,NA,3,
W Tatum,NA,NA,NA,NA,3,
Edward Thomas,Late,NA,NA,NA,3,
George Thomas,NA,NA,NA,NA,3,
Samuel Thompson,NA,NA,NA,NA,3,
Fielden Thorpe,NA,NA,NA,NA,3,
E O Tindale,NA,NA,NA,NA,3,
Robert Tindall,NA,NA,NA,NA,3,
Joshua Treffry,NA,NA,NA,NA,3,
Nathaniel Tregellis,NA,NA,NA,NA,3,
Elizabeth Tuckett,Mrs,NA,NA,NA,3,
Francis Tuckett,NA,NA,NA,NA,3,
P Debell Tuckett,NA,NA,NA,NA,3,
D Tuke,NA,NA,NA,NA,3,
J H Tuke,NA,NA,NA,NA,3,
Samuel Tuke,Dr,NA,NA,NA,3,
Ann Tweedy,Mrs,NA,NA,NA,3,
R Tweedy,NA,NA,NA,NA,3,
William Tweedy,NA,NA,NA,NA,3,
Richard Veale,NA,NA,NA,NA,3,
William Veale,NA,NA,NA,NA,3,
John Wadge,NA,NA,NA,NA,3,
F J Walker,NA,NA,NA,NA,3,
Marriage Wallis,NA,NA,NA,NA,3,
Charles B Warner,NA,NA,NA,NA,3,
Septimus Warner,NA,NA,NA,NA,3,
Lucy Westcombe,NA,NA,NA,NA,3,
Thomas Westcombe,NA,NA,NA,NA,3,
Benjamin Wheeler,NA,NA,NA,NA,3,
Frederick Wheeler,NA,NA,NA,NA,3,
Samuel Wheeler,NA,NA,NA,NA,3,
John Whiting,NA,NA,NA,NA,3,
John Wiblin,NA,NA,NA,NA,3,
Caleb Williams,NA,NA,NA,NA,3,
John E Wilson,NA,NA,NA,NA,3,
Joshua Wilson,NA,NA,NA,NA,3,
F Woodhead,NA,NA,NA,NA,3,
W Woolston,NA,NA,NA,NA,3,
Francis Wright,NA,NA,NA,NA,3,
S W Wright,NA,NA,NA,NA,3,
George Abbott,NA,NA,NA,NA,3,
E Abdy,NA,NA,NA,NA,3,
William Abdy,NA,NA,NA,NA,3,
S J Abington,NA,NA,NA,NA,3,
x Adams,Dr,NA,NA,NA,3,
Charles Adlard,NA,NA,NA,NA,3,
James Adlard,NA,NA,NA,NA,3,
x Agar,Mrs,NA,NA,NA,3,
C A Albright,NA,NA,NA,NA,3,
E A Albright,NA,NA,NA,NA,3,
John Alcard,NA,NA,NA,NA,3,
J Alexander,NA,NA,NA,NA,3,
Elizabeth Allen,NA,NA,NA,NA,3,
F Allen,NA,NA,NA,NA,3,
J Allen,NA,NA,NA,NA,3,
John Allen,NA,NA,NA,NA,3,
Richard Allen,NA,NA,NA,NA,3,
S Allen,NA,NA,NA,NA,3,
S Allen (2),NA,NA,NA,NA,3,
T Allen,NA,NA,NA,NA,3,
Denison H Allport,NA,NA,NA,NA,3,
A Ambrose,NA,NA,NA,NA,3,
G F Angas,NA,NA,NA,NA,3,
N D By G F Angas,NA,NA,NA,NA,3,
Henry Angus,NA,NA,NA,NA,3,
x Ap Forstell,Colonel,NA,NA,NA,3,
x Apelez,Mrs,NA,NA,NA,3,
Richard Ash,NA,NA,NA,NA,3,
Frederick Ashby,NA,NA,NA,NA,3,
F J Atkins,NA,NA,NA,NA,3,
E Backhouse,NA,NA,NA,NA,3,
Fanny Backhouse,NA,NA,NA,NA,3,
J Backhouse,NA,NA,NA,NA,3,
J E Backhouse,NA,NA,NA,NA,3,
S Backhouse,Mrs,NA,NA,NA,3,
E Baines,NA,NA,NA,NA,3,
Frederick Baines,NA,NA,NA,NA,3,
M T Baines,NA,NA,NA,NA,3,
Hannah Baker,NA,NA,NA,NA,3,
J G Baker,NA,NA,NA,NA,3,
Adrian Balbi,NA,NA,NA,NA,3,
J S Banbury,NA,NA,NA,NA,3,
Sa Bandeira,Viscount,NA,NA,NA,3,
John Banim,NA,NA,NA,NA,3,
Sax Bannister,NA,NA,NA,NA,3,
x Barclay,Mrs,NA,NA,NA,3,
C Baxter,NA,NA,NA,NA,3,
S Beale,NA,NA,NA,NA,3,
x Beaumont,M de,NA,NA,NA,3,
Esther Beecham,NA,NA,NA,NA,3,
A Bell,Miss,NA,NA,NA,3,
Maldon Bell,Mrs,NA,NA,NA,3,
Mary Bell,Miss,NA,NA,NA,3,
S E E Bell,Misses,NA,NA,NA,3,
John Bellerby,NA,NA,NA,NA,3,
F J Bett,NA,NA,NA,NA,3,
x Bevan,Mrs,NA,NA,NA,3,
Samuel Blackburn,NA,NA,NA,NA,3,
W T Blair,NA,NA,NA,NA,3,
W Blott,NA,NA,NA,NA,3,
x Blumenbach,Professor,NA,NA,NA,3,
x Boehmer,Professor,NA,NA,NA,3,
D Bolton,NA,NA,NA,NA,3,
J Booth,NA,NA,NA,NA,3,
James Booth,NA,NA,NA,NA,3,
x Booth,NA,NA,NA,NA,3,
x Bott,NA,NA,NA,NA,3,
x Bousfield,NA,NA,NA,NA,3,
Benjamin Boyd,NA,NA,NA,NA,3,
J Bradley,NA,NA,NA,NA,3,
x Brady,NA,NA,NA,NA,3,
L Bridgland,NA,NA,NA,NA,3,
x Brightwell,NA,NA,NA,NA,3,
John Ivatt Briscoe,NA,NA,NA,NA,3,
x Brouwer,Professor,NA,NA,NA,3,
D Brown,NA,NA,NA,NA,3,
Jeremiah Bryant,Sir,NA,NA,NA,3,
J Buckland,NA,NA,NA,NA,3,
John Budge,NA,NA,NA,NA,3,
W F Budgett,NA,NA,NA,NA,3,
x Burder,Rev,NA,NA,NA,3,
John Burgess,NA,NA,NA,NA,3,
x Burgess,Misses,NA,NA,NA,3,
John Burnett,Rev,NA,NA,NA,3,
Edmund Buxton,Miss,NA,NA,NA,3,
x Buxton,Miss,NA,NA,NA,3,
M Cabet,NA,NA,NA,NA,3,
John Candlish,NA,NA,NA,NA,3,
R Carthington,NA,NA,NA,NA,3,
James Cash,NA,NA,NA,NA,3,
M Cassin,NA,NA,NA,NA,3,
L A Chamerovzov,NA,NA,NA,NA,3,
M Chamisso,NA,NA,NA,NA,3,
x Channing,Rev Dr,NA,NA,NA,3,
R Chapman,NA,NA,NA,NA,3,
Eardley Childers,Hon Mrs,NA,NA,NA,3,
George Christie,NA,NA,NA,NA,3,
Ann W Christy,NA,NA,NA,NA,3,
Alfred Spencer Churchill,The Right Hon Lord,NA,NA,NA,3,
Charles Clark,NA,NA,NA,NA,3,
Thomas Clark,NA,NA,NA,NA,3,
W J Clark,NA,NA,NA,NA,3,
x Clark (2),Misses,NA,NA,NA,3,
Ebenezer Clarke,NA,NA,NA,NA,3,
Joseph Clarke,NA,NA,NA,NA,3,
Thomas Clarkson,NA,NA,NA,NA,3,
John Clayton,Rev,NA,NA,NA,3,
J W C Clothier,NA,NA,NA,NA,3,
R C Cobbold,NA,NA,NA,NA,3,
Robert K Cobbold,NA,NA,NA,NA,3,
Jane Cocks,Mrs,NA,NA,NA,3,
x Collett,Mrs,NA,NA,NA,3,
J B Cook,NA,NA,NA,NA,3,
P Cook,NA,NA,NA,NA,3,
George Cooke,NA,NA,NA,NA,3,
J B Cooke,NA,NA,NA,NA,3,
J Cooper,NA,NA,NA,NA,3,
x Corbett,NA,NA,NA,NA,3,
x Corder,Mrs,NA,NA,NA,3,
James Coxen,NA,NA,NA,NA,3,
Agnes Craig,Miss,NA,NA,NA,3,
William Crawford,NA,NA,NA,NA,3,
Handel Crosham,NA,NA,NA,NA,3,
Ann Crowley,NA,NA,NA,NA,3,
E Crowley,Mrs,NA,NA,NA,3,
P Cudworth,NA,NA,NA,NA,3,
x Cuff,Miss,NA,NA,NA,3,
x David,Professor,NA,NA,NA,3,
x Davies,NA,NA,NA,NA,3,
James Davis,Rev,NA,NA,NA,3,
M De Beaumont,NA,NA,NA,NA,3,
x De Gerando,Baron,NA,NA,NA,3,
J Dennis,NA,NA,NA,NA,3,
Thomas Denton,NA,NA,NA,NA,3,
Augustus D'Este,Sir,NA,NA,NA,3,
W R Deverell,NA,NA,NA,NA,3,
John Dinham,NA,NA,NA,NA,3,
Thomas Dinham,NA,NA,NA,NA,3,
Anthony Dinsdale,NA,NA,NA,NA,3,
D Dodshon,NA,NA,NA,NA,3,
J M Dorking,NA,NA,NA,NA,3,
x Doubleday,NA,NA,NA,NA,3,
James Douglas,NA,NA,NA,NA,3,
F C Dowley,NA,NA,NA,NA,3,
x Downing,NA,NA,NA,NA,3,
J E Drake,NA,NA,NA,NA,3,
P Du Ponceau,NA,NA,NA,NA,3,
Philip Durant,NA,NA,NA,NA,3,
x Edmonds,Mrs,NA,NA,NA,3,
x Edwards,Dr,NA,NA,NA,3,
E & M Elliott,NA,NA,NA,NA,3,
Ebenezer Elliott,NA,NA,NA,NA,3,
Mary Elliott,Mrs,NA,NA,NA,3,
John Ellis,Rev,NA,NA,NA,3,
W Enfield,NA,NA,NA,NA,3,
John Epps,Dr,NA,NA,NA,3,
Don Flores Estrada,NA,NA,NA,NA,3,
William Evans,NA,NA,NA,NA,3,
x Evans,Misses,NA,NA,NA,3,
Edward Everett,"Excellency, Govenor",NA,NA,NA,3,
John Fairbarn,NA,NA,NA,NA,3,
William Falconer,NA,NA,NA,NA,3,
Joshua Fardon,NA,NA,NA,NA,3,
J Farnworth,NA,NA,NA,NA,3,
M Felix,NA,NA,NA,NA,3,
Pinheiro Fereira,the Commander,NA,NA,NA,3,
Conrad Finzel,NA,NA,NA,NA,3,
Horman S Fisher,NA,NA,NA,NA,3,
A Fitzjames,NA,NA,NA,NA,3,
x Flashman,NA,NA,NA,NA,3,
Estrade Flores,Don,NA,NA,NA,3,
E Ford,NA,NA,NA,NA,3,
Thomas Ford,NA,NA,NA,NA,3,
A F Forsell,Colonel,NA,NA,NA,3,
James T Foster,NA,NA,NA,NA,3,
John Lister Foster,NA,NA,NA,NA,3,
John Foulger,NA,NA,NA,NA,3,
x Foville,Dr,NA,NA,NA,3,
Mary Fox,NA,NA,NA,NA,3,
x Foxville,Dr,NA,NA,NA,3,
J J Freeman,Rev,NA,NA,NA,3,
A Friend,NA,NA,NA,NA,3,
R Fry,NA,NA,NA,NA,3,
Benson Fryer,NA,NA,NA,NA,3,
Forster Fryer,NA,NA,NA,NA,3,
x Fryer,NA,NA,NA,NA,3,
Charles Garrett,Rev,NA,NA,NA,3,
John Garrett,Rev,NA,NA,NA,3,
H E Garvey,NA,NA,NA,NA,3,
M de Gasparin,M de,NA,NA,NA,3,
Elizabeth F Gibson,NA,NA,NA,NA,3,
G J Gibson,NA,NA,NA,NA,3,
Joseph Gillett,NA,NA,NA,NA,3,
F Good,NA,NA,NA,NA,3,
Hannah Good,NA,NA,NA,NA,3,
John T Grace,NA,NA,NA,NA,3,
M Grand Pierre,NA,NA,NA,NA,3,
M Grangeret de la Grange,NA,NA,NA,NA,3,
Laggan Grant,Mrs,NA,NA,NA,3,
Fr Groth,Rev,NA,NA,NA,3,
Aldin Grout,Rev,NA,NA,NA,3,
R R Gurley,Rev,NA,NA,NA,3,
Edward Gurney,NA,NA,NA,NA,3,
Charles Gutzlaff,Rev,NA,NA,NA,3,
R K Habgood,NA,NA,NA,NA,3,
C Haddison,NA,NA,NA,NA,3,
x Haddison,Miss ,NA,NA,NA,3,
x Hagger,Mrs,NA,NA,NA,3,
John Halcro,NA,NA,NA,NA,3,
John Hall,NA,NA,NA,NA,3,
x Halliday,Miss,NA,NA,NA,3,
William Alers Hankey,NA,NA,NA,NA,3,
Josiah Hannam,NA,NA,NA,NA,3,
x Hannington,General ,NA,NA,NA,3,
x Hannom,NA,NA,NA,NA,3,
John Harford (2),NA,NA,NA,NA,3,
x Harmer,NA,NA,NA,NA,3,
James Harnard,NA,NA,NA,NA,3,
E Harris,Mrs,NA,NA,NA,3,
Isabella Harris,NA,NA,NA,NA,3,
Jane Harris,Mrs,NA,NA,NA,3,
John Harris,Miss,NA,NA,NA,3,
Sarah Harris,Mrs,NA,NA,NA,3,
x Harrison,Miss,NA,NA,NA,3,
W B Harvey,NA,NA,NA,NA,3,
Montague Hawtrey,Rev,NA,NA,NA,3,
x Hayden,NA,NA,NA,NA,3,
A Heaviside,NA,NA,NA,NA,3,
S Hedley,NA,NA,NA,NA,3,
Bev D Hewett,NA,NA,NA,NA,3,
W M Higgins,NA,NA,NA,NA,3,
R Hill,NA,NA,NA,NA,3,
C Hinchcliffe,NA,NA,NA,NA,3,
Charles Hindley,NA,NA,NA,NA,3,
D P Hock,NA,NA,NA,NA,3,
A Hodgson,NA,NA,NA,NA,3,
x Hogendorp,Count,NA,NA,NA,3,
J Holen,NA,NA,NA,NA,3,
D Holmes,NA,NA,NA,NA,3,
x Hood,Mrs,NA,NA,NA,3,
Ann M Hopkins,NA,NA,NA,NA,3,
Sylvester Hovey,NA,NA,NA,NA,3,
x Humboldt,Baron von,NA,NA,NA,3,
x Humphrey,NA,NA,NA,NA,3,
Matthew Jun Hutchinson,NA,NA,NA,NA,3,
T Hutchinson,NA,NA,NA,NA,3,
